time,seconds_elapsed,z,y,x
1663562598302710300,0.0017102050781261369,0.0233552455902099,-0.0128278732299804,-0.0214361548423767
1663562598312709000,0.011709228515623948,0.0234771370887756,-0.0128393173217773,-0.0212847590446472
1663562598322708000,0.021708007812502927,-0.0456770658493042,-0.0128097534179687,-0.0140172839164733
1663562598332706800,0.0317067871093748,-0.0450497865676879,-0.0127801895141601,-0.0140235424041748
1663562598342705700,0.04170556640625023,-0.0090139508247375,-0.0223207473754882,0.016830563545227
1663562598352704500,0.05170458984375159,0.0337942838668823,0.0015897750854492,-0.0021926760673522
1663562598362703400,0.06170336914062702,0.0332683324813842,-0.0080108642578125,0.0022929310798645
1663562598372702200,0.07170214843750244,0.0182486772537231,-0.0032463073730468,0.0067300200462341
1663562598382701300,0.0817014160156262,0.0198774933815002,-0.0056734085083007,-0.0125007033348083
1663562598392699400,0.0916994628906238,0.7963485717773438,-0.1133737564086914,-0.1145599782466888
1663562598402697200,0.10169726562500259,2.8157315254211426,0.0383424758911132,-0.0923429429531097
1663562598412696000,0.11169604492188157,2.0648016929626465,-0.0389928817749023,-0.0825287699699401
1663562598422695000,0.12169482421874989,-0.1653773784637451,0.0791740417480468,-0.0566989183425903
1663562598432693800,0.13169384765625125,-1.7035735845565796,0.0952224731445312,-0.0190238356590271
1663562598442692600,0.14169262695312668,-1.8978731632232664,-0.0208044052124023,-0.0839643478393554
1663562598452691500,0.1516914062500021,-0.6321799159049988,0.0008344650268554,0.1195525527000427
1663562598462690300,0.16169018554688108,-0.6448343992233276,9.536743164e-06,0.1190302968025207
1663562598472689000,0.17168896484375296,1.2878201007843018,-0.1708745956420898,0.0804846882820129
1663562598482687700,0.18168774414062483,1.28289794921875,-0.1711969375610351,0.0805884599685669
1663562598492685800,0.191685791015626,-0.1673356294631958,0.1188488006591796,-0.0488092303276062
1663562598502684700,0.20168457031250142,-0.7996104955673218,0.1314163208007812,-0.2492128014564514
1663562598512683300,0.21168334960937685,-0.7948853373527527,0.1316738128662109,-0.2483746409416198
1663562598522682000,0.22168212890625227,0.0087561011314392,-0.0361204147338867,-0.0450721979141235
1663562598532680700,0.23168066406250176,0.4284188449382782,-0.1466617584228515,0.0117982625961303
1663562598542679600,0.2416794433593772,0.4225590527057647,-0.1469917297363281,0.0107244849205017
1663562598552678100,0.2516782226562526,0.4780773818492889,-0.1470241546630859,0.2127013802528381
1663562598562677000,0.2616770019531245,-0.1471420526504516,0.0470714569091796,-0.0439571142196655
1663562598572675600,0.27167553710937753,-0.2509031295776367,0.0759925842285156,-0.0930196344852447
1663562598582674400,0.28167431640625296,-0.2486591339111328,0.076089859008789,-0.0920903980731964
1663562598592673300,0.29167333984375077,0.0904597640037536,-0.0317296981811523,-0.1228581666946411
1663562598602671900,0.30167187500000026,0.0883972644805908,-0.0318365097045898,-0.1232980489730835
1663562598612670700,0.3116706542968757,0.1921843588352203,-0.0821495056152343,0.0144119262695312
1663562598622668800,0.3216687011718804,0.0891036987304687,-0.0150871276855468,0.0737150311470031
1663562598632667600,0.33166772460937466,0.0901063084602356,-0.0150327682495117,0.0738906860351562
1663562598642666200,0.34166625976562415,-0.0257049202919006,0.0544509887695312,0.0338796377182006
1663562598652665000,0.3516650390624996,-0.0061771273612976,0.0041675567626953,-0.0255075097084045
1663562598662663700,0.3616635742187526,-0.0068994164466857,0.0041370391845703,-0.0255765914916992
1663562598672662500,0.3716625976562504,0.1238543987274169,-0.0629482269287109,-0.0115594863891601
1663562598682661000,0.3816611328124999,0.1732235252857208,-0.0007276535034179,-0.0287199020385742
1663562598692660700,0.3916606445312496,0.1729911863803863,-0.0007448196411132,-0.0287898778915405
1663562598702660400,0.4016604003906252,0.0458061695098876,0.0084028244018554,-0.0535041093826293
1663562598712659200,0.41165917968750065,-0.0695738792419433,-0.0157718658447265,0.0406599640846252
1663562598722658000,0.4216579589843725,-0.0065193176269531,-0.0398025512695312,0.0286221504211425
1663562598732656600,0.4316567382812515,-0.0083352327346801,-0.039896011352539,0.0281653404235839
1663562598742655500,0.4416555175781305,0.0750422477722168,-0.037663459777832,0.0132158994674682
1663562598752654000,0.45165405273437287,0.0925949215888977,0.0291519165039062,-0.0181807875633239
1663562598762653000,0.46165283203125185,-0.0215497016906738,0.0145225524902343,-0.051685631275177
1663562598772651800,0.47165185546874966,-0.0741085410118103,-0.0263681411743164,-0.0174539685249328
1663562598782650400,0.4816503906250027,-0.0752081274986267,-0.0264854431152343,-0.016739547252655
1663562598792649200,0.4916491699218781,-0.0279866456985473,-0.0576200485229492,0.0333445072174072
1663562598802647800,0.5016477050781276,0.054313838481903,-0.0816774368286132,-0.0022382736206054
