time,seconds_elapsed,qz,qy,qx,qw,roll,pitch,yaw
1663562599702544100,1.4015441894531264,0.1529449969530105,0.1218300014734268,0.7183250188827515,0.6676620244979858,-2.395099878311157,-1.486667275428772,-2.7865359783172607
1663562599712543000,1.4115429687500018,0.1525830030441284,0.1214049980044364,0.7184240221977234,0.6677160263061523,-2.3951635360717773,-1.4865715503692627,-2.785463571548462
1663562599722541800,1.4215417480468808,0.1517869979143142,0.1205219998955726,0.7185990214347839,0.667868971824646,-2.3953232765197754,-1.4864780902862549,-2.7832024097442627
1663562599732541200,1.431541259765627,0.1511349976062774,0.1197879984974861,0.7187359929084778,0.6680020093917847,-2.3951923847198486,-1.486420750617981,-2.7810699939727783
1663562599742540800,1.441540771484373,0.1505730003118515,0.1191549971699714,0.7188249826431274,0.668146014213562,-2.394551992416382,-1.4864286184310913,-2.7787082195281982
1663562599752539400,1.4515393066406261,0.1504500061273574,0.1189970001578331,0.7188310027122498,0.6681950092315674,-2.3938722610473637,-1.4864476919174194,-2.7776246070861816
1663562599762538200,1.4615383300781275,0.1507049947977066,0.119267001748085,0.7187929749488831,0.6681299805641174,-2.39394211769104,-1.4864214658737185,-2.778453826904297
1663562599772536800,1.471536865234377,0.151525005698204,0.1201260015368461,0.7186660170555115,0.6679270267486572,-2.3939571380615234,-1.4863572120666504,-2.7808914184570312
1663562599782535700,1.4815356445312524,0.1525149941444397,0.1211410015821456,0.7185109853744507,0.6676859855651855,-2.3936338424682617,-1.4862858057022097,-2.783456563949585
1663562599792534500,1.4915344238281278,0.153096005320549,0.1217729970812797,0.718392014503479,0.6675660014152527,-2.393493890762329,-1.4863210916519165,-2.785066843032837
1663562599802533000,1.5015332031249997,0.1539060026407241,0.1226430013775825,0.7182369828224182,0.6673870086669922,-2.3933446407318115,-1.4863324165344238,-2.787343978881836
1663562599812532000,1.5115319824218787,0.1545480042695999,0.1233419999480247,0.7181220054626465,0.6672340035438538,-2.393528699874878,-1.4863359928131104,-2.789461135864258
1663562599822530600,1.5215305175781246,0.1550009995698928,0.1238450035452842,0.7180460095405579,0.6671169996261597,-2.393906116485596,-1.4863147735595703,-2.791221857070923
1663562599832529400,1.531529296875,0.1558859944343567,0.1247920021414756,0.717881977558136,0.6669110059738159,-2.3938376903533936,-1.4863133430480957,-2.7937982082366943
1663562599842528300,1.5415283203125014,0.1563179939985275,0.1252470016479492,0.7177929878234863,0.6668199896812439,-2.393539905548096,-1.4863218069076538,-2.794783353805542
1663562599852526800,1.551526855468751,0.1564150005578994,0.1253429949283599,0.7177630066871643,0.6668109893798828,-2.393197774887085,-1.4863388538360596,-2.79472279548645
1663562599862525700,1.5615256347656263,0.1562359929084777,0.1251599937677383,0.7177950143814087,0.6668540239334106,-2.393318653106689,-1.486367106437683,-2.794313907623291
1663562599872524500,1.5715246582031277,0.1560080051422119,0.1249239966273307,0.7178469896316528,0.6668959856033325,-2.393629789352417,-1.486353635787964,-2.7939531803131104
1663562599882523100,1.5815231933593772,0.1553920060396194,0.124269999563694,0.7179750204086304,0.6670240163803101,-2.3940017223358154,-1.4863232374191284,-2.792492389678955
1663562599892522000,1.5915219726562526,0.1548179984092712,0.1237049996852874,0.718093991279602,0.6671339869499207,-2.395025968551636,-1.486311912536621,-2.791874647140503
1663562599902520600,1.601520507812502,0.1544220000505447,0.1232850030064582,0.7181569933891296,0.6672350168228149,-2.394932746887207,-1.4863296747207642,-2.790606737136841
1663562599912519400,1.61151953125,0.1539559960365295,0.1228350028395652,0.7182160019874573,0.6673629879951477,-2.395228624343872,-1.4864377975463867,-2.7895750999450684
1663562599922518800,1.6215187988281308,0.1540250033140182,0.122928000986576,0.7181689739227295,0.6673799753189087,-2.394888639450073,-1.4865233898162842,-2.78947114944458
1663562599932517400,1.6315173339843732,0.1540800034999847,0.1230060011148452,0.7181410193443298,0.6673840284347534,-2.394852638244629,-1.486595630645752,-2.789621114730835
1663562599942516200,1.6415161132812521,0.1542720049619674,0.123207002878189,0.7181130051612854,0.6673319935798645,-2.394900321960449,-1.48656165599823,-2.790240526199341
1663562599952514800,1.6515148925781276,0.1542509943246841,0.1232189983129501,0.7181220054626465,0.6673250198364258,-2.3955209255218506,-1.4865673780441284,-2.7908475399017334
1663562599962513700,1.661513671875003,0.1541859954595565,0.123147003352642,0.7181259989738464,0.6673489809036255,-2.395343780517578,-1.4865857362747192,-2.790472984313965
1663562599972512300,1.6715122070312525,0.1544820070266723,0.1234629973769187,0.7180719971656799,0.6672809720039368,-2.3953194618225098,-1.4865949153900146,-2.791327953338623
1663562599982511000,1.681510986328128,0.1540420055389404,0.1230069994926452,0.7181580066680908,0.6673740148544312,-2.395672082901001,-1.4865871667861938,-2.790388822555542
1663562599992509700,1.6915097656249998,0.1536960005760193,0.1226750016212463,0.7182180285453796,0.6674500107765198,-2.396218776702881,-1.486611247062683,-2.789958477020264
1663562600002508500,1.7015085449218788,0.1535429954528808,0.1225500032305717,0.7182400226593018,0.6674839854240417,-2.3967106342315674,-1.4866381883621216,-2.7900516986846924
1663562600012507100,1.7115070800781247,0.1537510007619857,0.1227950006723404,0.7181910276412964,0.6674439907073975,-2.396837949752808,-1.486680030822754,-2.7908313274383545
