time,seconds_elapsed,z,y,x
1663562598302710300,0.0017102050781261369,-0.0014508049935102,0.0001527163112768,0.0012217304902151
1663562598312709000,0.011709228515623948,-0.000839939690195,-0.0010690141934901,0.0030543261673301
1663562598322708000,0.021708007812502927,-0.0020616701804101,0.0001527163112768,0.0018325957935303
1663562598332706800,0.0317067871093748,-0.0002290744741912,-0.0010690141934901,-0.0024434609804302
1663562598342705700,0.04170556640625023,-0.0014508049935102,0.0001527163112768,-0.0030543261673301
1663562598352704500,0.05170458984375159,-0.0002290744741912,0.0001527163112768,-0.0006108652451075
1663562598362703400,0.06170336914062702,-0.0002290744741912,-0.0004581489483825,0.0
1663562598372702200,0.07170214843750244,-0.0002290744741912,-0.00167987938039,0.0012217304902151
1663562598382701300,0.0817014160156262,-0.0155007056891918,0.078343465924263,-0.0897971913218498
1663562598392699400,0.0916994628906238,-0.0063377269543707,-0.007177666760981,-0.2370157092809677
1663562598402697200,0.10169726562500259,-0.0020616701804101,-0.0059559359215199,-0.1117883399128913
1663562598412696000,0.11169604492188157,0.0058795781806111,-0.0041233403608202,0.1398881375789642
1663562598422695000,0.12169482421874989,0.0083230389282107,-0.024892758578062,0.261450320482254
1663562598432693800,0.13169384765625125,0.00465784734115,-0.020616702735424,0.192422553896904
1663562598442692600,0.14169262695312668,0.0016035212902352,-0.016951510682702,0.0128281703218817
1663562598452691500,0.1516914062500021,0.006490443367511,-0.01328631862998,-0.1331686228513717
1663562598462690300,0.16169018554688108,0.0016035212902352,0.0080939643085002,-0.1423316001892089
1663562598472689000,0.17168896484375296,-0.00267253536731,0.019089538604021,-0.0482583530247211
1663562598482687700,0.18168774414062483,-0.0002290744741912,0.0142026171088218,0.058643065392971
1663562598492685800,0.191685791015626,-0.0081703225150704,0.011148290708661,0.0983493030071258
1663562598502684700,0.20168457031250142,-0.0081703225150704,-0.0022907445672899,0.0482583530247211
1663562598512683300,0.21168334960937685,0.0034361169673502,-0.0120645882561802,-0.0342084541916847
1663562598522682000,0.22168212890625227,0.0071013085544109,-0.009010262787342,-0.0678060427308082
1663562598532680700,0.23168066406250176,0.0119882300496101,-0.0083993971347808,-0.0604756586253643
1663562598542679600,0.2416794433593772,0.0162642877548933,-0.0096211275085806,-0.0195476878434419
