time,seconds_elapsed,z,y,x
1663562598302710300,0.0017102050781261369,-20.459999084472656,-38.27999877929688,7.619999885559082
1663562598312709000,0.011709228515623948,-20.63999938964844,-38.34000015258789,7.859999656677246
1663562598322708000,0.021708007812502927,-20.34000015258789,-38.21999740600586,7.37999963760376
1663562598332706800,0.0317067871093748,-19.979999542236328,-38.21999740600586,7.559999942779541
1663562598342705700,0.04170556640625023,-19.920000076293945,-38.57999801635742,7.559999942779541
1663562598352704500,0.05170458984375159,-19.68000030517578,-38.459999084472656,7.199999809265137
1663562598362703400,0.06170336914062702,-19.799999237060547,-38.81999969482422,7.37999963760376
1663562598372702200,0.07170214843750244,-20.399999618530277,-38.7599983215332,7.5
1663562598382701300,0.0817014160156262,-20.399999618530277,-37.97999954223633,7.440000057220459
1663562598392699400,0.0916994628906238,-20.459999084472656,-38.15999984741211,7.619999885559082
1663562598402697200,0.10169726562500259,-20.57999992370605,-38.34000015258789,7.559999942779541
1663562598412696000,0.11169604492188157,-20.399999618530277,-38.15999984741211,7.5
1663562598422695000,0.12169482421874989,-20.34000015258789,-38.7599983215332,7.37999963760376
1663562598432693800,0.13169384765625125,-20.279998779296875,-38.63999938964844,7.679999828338623
1663562598442692600,0.14169262695312668,-20.15999984741211,-38.34000015258789,7.259999752044678
1663562598452691500,0.1516914062500021,-19.85999870300293,-38.39999771118164,6.960000038146973
1663562598462690300,0.16169018554688108,-19.920000076293945,-38.15999984741211,6.899999618530273
1663562598472689000,0.17168896484375296,-20.100000381469727,-38.09999847412109,6.420000076293945
1663562598482687700,0.18168774414062483,-20.21999931335449,-38.39999771118164,6.71999979019165
1663562598492685800,0.191685791015626,-20.03999900817871,-38.81999969482422,6.839999675750732
1663562598502684700,0.20168457031250142,-19.799999237060547,-38.81999969482422,6.899999618530273
1663562598512683300,0.21168334960937685,-19.439998626708984,-38.93999862670898,6.839999675750732
1663562598522682000,0.22168212890625227,-19.19999885559082,-38.70000076293945,6.480000019073486
1663562598532680700,0.23168066406250176,-19.07999992370605,-38.52000045776367,6.71999979019165
1663562598542679600,0.2416794433593772,-18.84000015258789,-38.27999877929688,6.480000019073486
1663562598552678100,0.2516782226562526,-18.479999542236328,-38.040000915527344,6.420000076293945
1663562598562677000,0.2616770019531245,-18.65999984741211,-37.97999954223633,6.359999656677246
1663562598572675600,0.27167553710937753,-18.600000381469727,-37.68000030517578,6.179999828338623
1663562598582674400,0.28167431640625296,-18.65999984741211,-37.86000061035156,6.420000076293945
1663562598592673300,0.29167333984375077,-18.959999084472656,-37.5,6.839999675750732
1663562598602671900,0.30167187500000026,-18.71999931335449,-37.79999923706055,6.839999675750732
1663562598612670700,0.3116706542968757,-18.84000015258789,-37.97999954223633,7.079999923706055
1663562598622668800,0.3216687011718804,-19.07999992370605,-37.91999816894531,7.079999923706055
1663562598632667600,0.33166772460937466,-19.3799991607666,-38.459999084472656,6.779999732971191
1663562598642666200,0.34166625976562415,-19.61999893188477,-38.39999771118164,7.139999866485596
1663562598652665000,0.3516650390624996,-19.61999893188477,-38.57999801635742,6.659999847412109
1663562598662663700,0.3616635742187526,-19.85999870300293,-38.81999969482422,6.539999961853027
1663562598672662500,0.3716625976562504,-19.439998626708984,-38.87999725341797,6.960000038146973
1663562598682661000,0.3816611328124999,-19.13999938964844,-38.7599983215332,7.019999980926514
1663562598692660700,0.3916606445312496,-19.19999885559082,-38.21999740600586,7.199999809265137
